"Country","ISO3","Specie","Breed/Most common name","Year","Population min","Population max","Trend","Population figured based on","Breeding male","Breeding female","Females registered in herdbooks","Females bred pure","Herds","Herds size (avg)","AI used","Male in AI","In situ conservation programmes in place","Reliability","Last update","Geographical classification"
"Albania","ALB","Pig","Comune","1994","1750","1750","stable","","20","230","","100","","","","","no","unknown","28 Feb 2006","Local"
"Albania","ALB","Pig","Large White","1992","680","","decreasing","","50","630","","90","","","","","no","unknown","1 Mar 2006","International"
"Albania","ALB","Pig","Large White","1994","10762","10762","increasing","","71","1273","","100","","","","","no","unknown","28 Feb 2006","International"
"Albania","ALB","Pig","Large White","1996","4400","","increasing","","400","4000","1000","50","","","","","no","unknown","1 Mar 2006","International"
"Albania","ALB","Pig","Local pig","2000","0","0","unknown","","","","","","","","","","","unknown","28 Feb 2006","Local"
"Armenia","ARM","Pig","Forest Mountain","1964","7000","7000","unknown","","","","","","","","","","","unknown","28 Feb 2006","Local"
"Armenia","ARM","Pig","Forest Mountain","1969","14000","14000","unknown","","","","","","","","","","","unknown","28 Feb 2006","Local"
"Armenia","ARM","Pig","Forest Mountain","1974","2000","2000","unknown","","","","","","","","","","","unknown","28 Feb 2006","Local"
"Armenia","ARM","Pig","Forest Mountain","1980","579","579","decreasing","","16","75","","100","","","","","","unknown","1 Mar 2006","Local"
"Australia","AUS","Pig","Berkshire","1980","832","832","","","","","","","55","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Berkshire","1991","137","137","","","","","","","15","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Berkshire","2004","200","","unknown","","","200","","","","","","","","unknown","28 Feb 2006","International"
"Australia","AUS","Pig","Berkshire","2005","70","70","","","","","","","10","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Berkshire","2006","68","68","","","","","","","10","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Berkshire","2007","58","58","","","","","","","7","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Berkshire","2008","89","89","","","","","","","7","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Berkshire","2009","108","108","","","","","","","10","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Berkshire","2010","98","98","","","","","","","","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Berkshire","2011","99","99","","","","","","","15","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Berkshire","2022","250","250","","","","","","","","","","","","reliable","2/11/2022","International"
"Australia","AUS","Pig","Duroc","1985","309","309","","","","","","","20","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Duroc","1991","150","150","","","","","","","25","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Duroc","2004","34","350","unknown","","","","","","5","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Duroc","2005","12","12","unknown","","","","","","2","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Duroc","2008","3","3","unknown","","","","","","1","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Duroc","2010","8","8","unknown","","","","","","","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Duroc","2011","8","8","unknown","","","","","","2","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Duroc","2022","150","150","","","","","","","","","","","","reliable","2/11/2022","International"
"Australia","AUS","Pig","Hampshire","1985","39","39","","","","","","","7","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Hampshire","1991","144","144","","","","","","","18","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Hampshire","2004","33","320","unknown","","","","","","3","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Hampshire","2006","11","11","","","","","","","3","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Hampshire","2007","2","2","","","","","","","2","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Hampshire","2008","1","1","","","","","","","1","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Hampshire","2010","6","6","","","","","","","","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Hampshire","2011","6","6","","","","","","","2","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Hampshire","2022","150","150","","","","","","","","","","","","reliable","2/11/2022","International"
"Australia","AUS","Pig","Landrace","1994","401","401","","","","","","","34","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Landrace","2004","114","350","unknown","","","","","","12","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Landrace","2005","14","14","","","","","","","6","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Landrace","2006","49","49","","","","","","","4","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Landrace","2007","9","9","","","","","","","3","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Landrace","2008","108","108","","","","","","","9","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Landrace","2009","29","29","","","","","","","6","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Landrace","2010","70","70","","","","","","","","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Landrace","2011","71","71","","","","","","","8","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Landrace","2022","250","250","","","","","","","","","","","","reliable","2/11/2022","International"
"Australia","AUS","Pig","Large Black","1980","15","15","","","","","","","3","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large Black","1991","29","29","","","","","","","3","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large Black","2004","37","70","unknown","","","","","","3","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Large Black","2005","29","29","","","","","","","3","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large Black","2006","24","24","","","","","","","4","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large Black","2007","31","31","","","","","","","3","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large Black","2008","15","15","","","","","","","1","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large Black","2009","8","8","","","","","","","2","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large Black","2010","50","50","","","","","","","","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large Black","2011","50","50","","","","","","","8","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large Black","2022","70","100","","","","","","","","","","","","reliable","2/11/2022","International"
"Australia","AUS","Pig","Large White","1994","753","753","","","","","","","39","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large White","2004","314","350","unknown","","","","","","16","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Large White","2005","71","71","","","","","","","7","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large White","2006","131","131","","","","","","","8","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large White","2007","7","7","","","","","","","1","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large White","2008","856","856","","","","","","","13","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large White","2009","33","33","","","","","","","4","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large White","2010","136","136","","","","","","","","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large White","2011","135","135","","","","","","","10","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Large White","2022","250","250","","","","","","","","","","","","reliable","2/11/2022","International"
"Australia","AUS","Pig","Tamworth","1980","85","85","","","","","","","12","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Tamworth","1991","33","33","","","","","","","6","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Tamworth","2004","51","70","unknown","","","","","","7","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Tamworth","2005","13","13","","","","","","","3","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Tamworth","2006","19","19","","","","","","","3","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Tamworth","2007","25","25","","","","","","","3","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Tamworth","2008","11","11","","","","","","","2","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Tamworth","2009","15","15","","","","","","","2","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Tamworth","2010","47","47","","","","","","","","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Tamworth","2011","47","47","","","","","","","7","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Tamworth","2022","50","75","","","","","","","","","","","","not reliable","2/11/2022","International"
"Australia","AUS","Pig","Welsh","1990","28","28","","","","","","","","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Welsh","1991","31","31","","","","","","","2","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Welsh","1992","12","12","","","","","","","2","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Welsh","1993","7","7","","","","","","","1","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Welsh","1994","1","1","","","","","","","1","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Welsh","1995","0","0","unknown","","","","","","","","","","","unknown","28 Feb 2006","International"
"Australia","AUS","Pig","Welsh","2022","0","0","","","","","","","","","","","","very reliable","2/11/2022","International"
"Australia","AUS","Pig","Wessex Saddleback","1980","161","161","","","","","","","13","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Wessex Saddleback","1991","42","42","","","","","","","4","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Wessex Saddleback","2004","51","70","unknown","","","","","","6","","","","","unknown","23 Apr 2012","International"
"Australia","AUS","Pig","Wessex Saddleback","2005","16","16","","","","","","","2","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Wessex Saddleback","2006","33","33","","","","","","","3","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Wessex Saddleback","2007","68","68","","","","","","","6","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Wessex Saddleback","2008","58","58","","","","","","","11","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Wessex Saddleback","2009","94","94","","","","","","","10","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Wessex Saddleback","2010","123","123","","","","","","","","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Wessex Saddleback","2011","123","123","","","","","","","24","","","","","","23 Apr 2012","International"
"Australia","AUS","Pig","Wessex Saddleback","2022","150","150","","","","","","","","","","","","reliable","2/11/2022","International"
"Austria","AUT","Pig","Duroc","2002","24","50","stable","census at breed level","2","24","24","100","2","12","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Duroc","2005","7","50","stable","census at breed level","2","7","3","45","1","3","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Duroc","2006","13","50","stable","census at breed level","2","13","7","90","1","13","yes","8","no","very reliable","10 Sep 2010","International"
"Austria","AUT","Pig","Duroc","2007","21","50","stable","census at breed level","7","21","14","90","1","14","yes","20","no","very reliable","27 Aug 2010","International"
"Austria","AUT","Pig","Duroc","2008","37","100","increasing","census at breed level","6","37","20","100","2","10","yes","1","no","very reliable","27 Aug 2010","International"
"Austria","AUT","Pig","Duroc","2009","25","100","increasing","census at breed level","11","25","23","3","3","8","yes","1","no","very reliable","25 Jun 2012","International"
"Austria","AUT","Pig","Duroc","2010","17","100","decreasing","census at breed level","11","17","17","100","3","6","yes","","no","very reliable","25 Jun 2012","International"
"Austria","AUT","Pig","Duroc","2011","40","150","increasing","census at breed level","28","12","12","100","5","8","yes","3","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Duroc","2012","41","150","increasing","census at breed level","23","18","18","100","5","8","yes","3","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Duroc","2013","53","150","increasing","census at breed level","27","26","26","100","6","9","yes","3","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Duroc","2014","57","150","increasing","census at breed level","26","31","31","100","6","9","yes","3","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Duroc","2015","73","150","increasing","census at breed level","31","42","42","100","8","9","yes","4","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Duroc","2016","83","150","increasing","census at breed level","33","50","50","100","8","10","yes","5","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Duroc","2017","93","150","increasing","census at breed level","38","55","55","100","10","9","yes","5","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Duroc","2019","167","200","increasing","census at breed level","58","109","109","100","10","15","yes","5","no","very reliable","19 Aug 2021","International"
"Austria","AUT","Pig","Edelschwein","2002","5260","10000","stable","census at breed level","457","5260","2197","42","112","20","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Edelschwein","2003","5947","10000","stable","census at breed level","206","5947","2087","34","94","23","yes","47","no","very reliable","10 Sep 2010","International"
"Austria","AUT","Pig","Edelschwein","2004","6671","10000","stable","census at breed level","212","6671","2063","30","98","21","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Edelschwein","2005","6366","10000","stable","census at breed level","430","6366","2174","34","103","21","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Edelschwein","2006","6535","10000","stable","census at breed level","206","6535","2343","34","101","23","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Edelschwein","2007","6978","10000","stable","census at breed level","186","6535","2197","34","101","23","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Edelschwein","2008","7140","10000","decreasing","census at breed level","63","7140","1906","60","87","22","yes","56","no","very reliable","27 Aug 2010","International"
"Austria","AUT","Pig","Edelschwein","2009","3388","8000","decreasing","census at breed level","181","3388","1861","54","89","38","yes","43","no","very reliable","3 Mar 2011","International"
"Austria","AUT","Pig","Edelschwein","2010","4020","8000","increasing","census at breed level","158","3862","2050","54","85","47","yes","64","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Edelschwein","2011","5043","10000","increasing","census at breed level","146","4897","4897","20","90","54","yes","42","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Edelschwein","2012","5024","10000","stable","census at breed level","152","4872","4872","20","90","54","yes","40","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Edelschwein","2013","5066","10000","increasing","census at breed level","151","4915","4915","20","90","54","yes","40","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Edelschwein","2014","4784","10000","decreasing","census at breed level","144","4640","4640","20","85","56","yes","35","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Edelschwein","2015","4441","9000","decreasing","census at breed level","138","4303","4303","20","82","54","yes","28","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Edelschwein","2016","4222","9000","decreasing","census at breed level","125","4097","4097","20","79","52","yes","25","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Edelschwein","2017","4237","9000","stable","census at breed level","149","4088","4088","20","79","52","yes","25","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Edelschwein","2019","5473","9000","increasing","census at breed level","203","5270","1171","22","68","19","yes","25","no","very reliable","19 Aug 2021","International"
"Austria","AUT","Pig","Landrasse","2002","3066","5000","stable","census at breed level","255","3066","628","20","69","9","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Landrasse","2003","2954","5000","stable","census at breed level","212","2954","577","20","65","9","yes","","no","very reliable","10 Sep 2010","International"
"Austria","AUT","Pig","Landrasse","2004","2803","5000","stable","census at breed level","119","2803","597","30","64","9","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Landrasse","2005","2611","5000","decreasing","census at breed level","346","2611","588","36","60","10","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Landrasse","2006","4961","5000","stable","census at breed level","110","4961","586","30","53","11","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Landrasse","2007","2436","5000","stable","census at breed level","127","2436","622","30","57","11","yes","","no","very reliable","27 Aug 2010","International"
"Austria","AUT","Pig","Landrasse","2008","3035","5000","stable","census at breed level","112","3035","544","30","48","11","yes","45","no","very reliable","27 Aug 2010","International"
"Austria","AUT","Pig","Landrasse","2009","4979","6500","increasing","census at breed level","167","4979","552","11","49","11","yes","39","no","very reliable","3 Mar 2011","International"
"Austria","AUT","Pig","Landrasse","2010","2847","6500","increasing","census at breed level","112","2847","573","11","48","11","yes","","no","very reliable","25 Jun 2012","International"
"Austria","AUT","Pig","Landrasse","2011","2441","6000","decreasing","census at breed level","169","2272","2272","50","47","48","yes","43","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Landrasse","2012","2264","6000","decreasing","census at breed level","147","2117","2117","50","44","51","yes","45","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Landrasse","2013","2221","6000","decreasing","census at breed level","149","2072","2072","50","44","51","yes","46","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Landrasse","2014","2257","6000","increasing","census at breed level","155","2102","2102","50","45","50","yes","46","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Landrasse","2015","2125","6000","decreasing","census at breed level","156","1969","1969","50","42","50","yes","42","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Landrasse","2016","2040","6000","decreasing","census at breed level","144","1896","1896","50","39","52","yes","40","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Landrasse","2017","1808","5000","decreasing","census at breed level","161","1647","1647","50","39","46","yes","41","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Landrasse","2019","2452","5000","increasing","census at breed level","270","2182","419","19","38","14","yes","41","no","very reliable","19 Aug 2021","International"
"Austria","AUT","Pig","Mangalitza","2001","101","136","increasing","census at breed level","35","101","0","50","12","3","no","0","no","reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Mangalitza","2002","96","250","increasing","census at breed level","38","96","96","50","68","2","no","0","yes","very reliable","10 Sep 2010","International"
"Austria","AUT","Pig","Mangalitza","2003","142","250","increasing","census at breed level","68","142","142","50","87","2","no","0","yes","very reliable","10 Sep 2010","International"
"Austria","AUT","Pig","Mangalitza","2004","411","500","increasing","census at breed level","86","411","411","50","205","2","no","0","yes","very reliable","10 Sep 2010","International"
"Austria","AUT","Pig","Mangalitza","2005","302","500","decreasing","census at breed level","87","302","302","50","153","2","no","0","yes","very reliable","10 Sep 2010","International"
"Austria","AUT","Pig","Mangalitza","2006","271","360","increasing","census at breed level","89","271","262","50","87","3","yes","3","yes","reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Mangalitza","2007","272","360","increasing","census at breed level","93","272","272","50","53","5","yes","3","yes","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Mangalitza","2008","141","300","decreasing","census at breed level","31","141","25","50","64","2","no","0","yes","reliable","27 Aug 2010","International"
"Austria","AUT","Pig","Mangalitza","2009","141","300","decreasing","census at breed level","34","141","29","50","77","2","no","0","yes","reliable","27 Aug 2010","International"
"Austria","AUT","Pig","Mangalitza","2010","172","300","increasing","census at breed level","73","172","172","50","73","3","no","0","yes","reliable","3 Mar 2011","International"
"Austria","AUT","Pig","Mangalitza","2011","270","500","increasing","census at breed level","45","225","225","100","43","6","no","0","yes","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Mangalitza","2012","251","500","decreasing","census at breed level","41","210","210","100","41","6","no","0","yes","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Mangalitza","2013","288","500","decreasing","census at breed level","37","241","241","100","37","8","no","0","yes","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Mangalitza","2014","211","500","decreasing","census at breed level","35","176","176","100","35","5","no","0","yes","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Mangalitza","2015","240","500","increasing","census at breed level","41","199","199","100","40","6","yes","1","yes","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Mangalitza","2016","234","500","decreasing","census at breed level","57","177","177","100","46","5","yes","0","yes","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Mangalitza","2017","243","500","increasing","census at breed level","60","183","183","100","46","5","yes","1","yes","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Pietrain","2002","1154","5000","stable","census at breed level","263","1154","1154","100","48","24","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Pietrain","2003","1154","4000","stable","census at breed level","270","1154","1154","90","47","31","yes","124","no","very reliable","10 Sep 2010","International"
"Austria","AUT","Pig","Pietrain","2004","1155","5000","stable","census at breed level","288","1155","1155","90","38","30","yes","223","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Pietrain","2005","1175","5000","stable","census at breed level","298","1175","1169","99","35","33","yes","","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Pietrain","2006","1129","5000","stable","census at breed level","309","1129","1129","90","34","33","yes","249","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Pietrain","2007","1073","5000","stable","census at breed level","343","1073","1073","90","33","32","yes","277","no","very reliable","17 Jun 2010","International"
"Austria","AUT","Pig","Pietrain","2008","980","4000","stable","census at breed level","307","980","966","90","31","31","yes","462","no","very reliable","27 Aug 2010","International"
"Austria","AUT","Pig","Pietrain","2009","1100","3000","increasing","census at breed level","323","1100","859","57","31","28","yes","481","no","very reliable","25 Jun 2012","International"
"Austria","AUT","Pig","Pietrain","2010","890","3000","decreasing","census at breed level","272","890","884","57","28","28","yes","","no","very reliable","25 Jun 2012","International"
"Austria","AUT","Pig","Pietrain","2011","1520","3000","decreasing","census at breed level","742","778","778","100","28","54","yes","520","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Pietrain","2012","1406","3000","decreasing","census at breed level","711","695","695","100","25","54","yes","501","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Pietrain","2013","1274","2500","decreasing","census at breed level","697","577","577","100","24","53","yes","480","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Pietrain","2014","1234","2500","decreasing","census at breed level","731","503","503","100","24","51","yes","425","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Pietrain","2015","1243","2500","stable","census at breed level","754","489","489","100","24","51","yes","438","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Pietrain","2016","1164","2500","decreasing","census at breed level","760","404","404","100","20","58","yes","450","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Pietrain","2017","1149","2500","decreasing","census at breed level","769","380","380","100","20","57","yes","458","no","very reliable","26 Feb 2018","International"
"Austria","AUT","Pig","Pietrain","2019","886","2500","decreasing","census at breed level","503","383","383","100","16","34","yes","458","no","very reliable","19 Aug 2021","International"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2006","10","50","stable","census at breed level","3","10","3","30","1","3","yes","1","no","very reliable","17 Jun 2010","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2007","22","50","stable","census at breed level","3","22","13","50","2","7","yes","1","no","very reliable","17 Jun 2010","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2008","27","100","increasing","census at breed level","4","27","21","90","3","7","yes","1","no","very reliable","27 Aug 2010","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2009","21","100","decreasing","census at breed level","3","21","17","81","2","8","yes","0","no","very reliable","3 Mar 2011","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2010","24","100","stable","census at breed level","4","20","20","100","4","7","yes","1","no","very reliable","26 Feb 2018","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2011","21","100","stable","census at breed level","4","17","17","100","3","7","yes","1","no","very reliable","26 Feb 2018","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2012","23","100","stable","census at breed level","3","20","20","100","4","7","yes","2","no","very reliable","26 Feb 2018","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2013","26","100","stable","census at breed level","3","23","23","100","4","7","yes","2","no","very reliable","26 Feb 2018","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2014","31","100","increasing","census at breed level","4","27","27","100","4","8","yes","2","no","very reliable","26 Feb 2018","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2015","34","100","increasing","census at breed level","2","32","32","100","4","8","yes","3","no","very reliable","26 Feb 2018","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2016","38","100","increasing","census at breed level","3","35","35","100","5","8","yes","2","no","very reliable","26 Feb 2018","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2017","40","100","increasing","census at breed level","5","35","35","100","5","8","yes","2","no","very reliable","26 Feb 2018","Local"
"Austria","AUT","Pig","Schwäbisch-Hällisches Schwein","2019","27","100","decreasing","census at breed level","10","17","17","100","6","5","yes","2","no","very reliable","19 Aug 2021","Local"
"Austria","AUT","Pig","Turopolje","2001","59","77","increasing","","18","59","0","50","12","3","no","1","no","reliable","17 Jun 2010","Regional"
"Austria","AUT","Pig","Turopolje","2002","108","250","increasing","census at breed level","43","108","108","50","46","3","no","0","yes","very reliable","22 Sep 2010","Regional"
"Austria","AUT","Pig","Turopolje","2003","153","250","increasing","census at breed level","52","153","153","50","84","2","no","0","yes","very reliable","22 Sep 2010","Regional"
"Austria","AUT","Pig","Turopolje","2004","154","250","increasing","census at breed level","54","154","154","50","84","2","no","0","yes","very reliable","22 Sep 2010","Regional"
"Austria","AUT","Pig","Turopolje","2005","194","250","increasing","census at breed level","58","194","194","50","84","3","no","0","yes","very reliable","22 Sep 2010","Regional"
"Austria","AUT","Pig","Turopolje","2006","251","300","increasing","census at breed level","65","251","251","50","27","4","yes","0","yes","very reliable","17 Jun 2010","Regional"
"Austria","AUT","Pig","Turopolje","2007","178","235","increasing","census at breed level","57","178","178","50","27","3","yes","","yes","very reliable","17 Jun 2010","Regional"
"Austria","AUT","Pig","Turopolje","2008","164","235","decreasing","census at breed level","43","164","164","50","61","3","no","0","yes","reliable","27 Aug 2010","Regional"
"Austria","AUT","Pig","Turopolje","2009","183","235","increasing","census at breed level","63","183","183","50","67","3","no","0","yes","reliable","27 Aug 2010","Regional"
"Austria","AUT","Pig","Turopolje","2010","189","250","increasing","census at breed level","67","189","189","50","77","3","no","0","yes","very reliable","3 Mar 2011","Regional"
"Austria","AUT","Pig","Turopolje","2011","189","250","stable","census at breed level","59","130","130","50","75","2","yes","4","yes","very reliable","30 Jul 2014","Regional"
"Austria","AUT","Pig","Turopolje","2012","212","300","increasing","census at breed level","71","141","141","50","90","3","yes","4","yes","very reliable","30 Jul 2014","Regional"
"Austria","AUT","Pig","Turopolje","2013","246","300","increasing","census at breed level","84","162","162","50","90","3","yes","4","yes","very reliable","30 Jul 2014","Regional"
"Austria","AUT","Pig","Turopolje","2014","250","300","increasing","census at breed level","87","163","163","100","92","3","yes","1","yes","very reliable","26 Feb 2018","Regional"
"Austria","AUT","Pig","Turopolje","2015","287","350","increasing","census at breed level","75","212","212","100","46","6","yes","1","yes","very reliable","26 Feb 2018","Regional"
"Austria","AUT","Pig","Turopolje","2016","266","350","decreasing","census at breed level","72","194","194","100","59","4","yes","2","yes","very reliable","26 Feb 2018","Regional"
"Austria","AUT","Pig","Turopolje","2017","267","350","stable","census at breed level","72","193","193","100","59","4","yes","2","yes","very reliable","26 Feb 2018","Regional"
"Austria","AUT","Pig","Weißer Belgier","1997","0","0","","","","","","","","","","","","very reliable","27 Aug 2010","International"
"Burundi","BDI","Pig","porc local","1990","90000","100000","increasing","census at species level","","","","","","","no","","no","reliable","26 Aug 2008","Local"
"Burundi","BDI","Pig","porc local","2004","100000","130000","increasing","census at species level","","","","","","","no","","no","reliable","26 Aug 2008","Local"
"Burundi","BDI","Pig","porc local","2005","130000","160000","increasing","census at species level","","","","","","","no","","no","reliable","26 Aug 2008","Local"
