"Country","ISO3","Specie","Breed/Most common name","Year","dna samples","dna donors total","dna donors males","dna donors females","embryos samples","embryos donors total","embryos donors males","embryos donors females","somatic cells samples","somatic cells donors total","somatic cells donors males","somatic cells donors females","semen samples","semen donors males","oocytes samples","oocytes donors females","sufficient","organisation","collected by","Geographical classification","Last update"
"Spain","ESP","Pig","Ibérico (variedad Entrepelado)","2016","","","","","0","0","","0","","","","","0","0","0","0","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Entrepelado)","2017","","","","","0","0","","","","","","","1265","4","0","0","","","","Local","9/5/2019"
"Spain","ESP","Pig","Ibérico (variedad Entrepelado)","2018","","","","","0","0","0","0","0","0","0","0","1265","2","0","0","","","","Local","16-Sept-2020"
"Spain","ESP","Pig","Ibérico (variedad Entrepelado)","2019","","","","","0","0","0","0","","","","","1265","2","0","0","","","","Local","28-Jan-2021"
"Spain","ESP","Pig","Ibérico (variedad Entrepelado)","2020","","","","","0","0","0","0","","","","","1471","8","0","0","","","","Local","27-Jan-2022"
"Spain","ESP","Pig","Ibérico (variedad Entrepelado)","2021","999","999","284","715","0","0","0","0","0","0","0","0","417","8","0","0","","","","Local","14/2/2024"
"Spain","ESP","Pig","Ibérico (variedad Entrepelado)","2022","1063","1063","307","756","0","0","0","0","0","0","0","0","417","8","0","0","","","","Local","16/2/2024"
"Spain","ESP","Pig","Ibérico (variedad Lampiño)","2014","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","16-Sept-2020"
"Spain","ESP","Pig","Ibérico (variedad Lampiño)","2019","","","","","0","0","0","0","","","","","17","1","0","0","","","","Local","28-Jan-2021"
"Spain","ESP","Pig","Ibérico (variedad Lampiño)","2020","","","","","0","0","0","0","","","","","17","1","0","0","","","","Local","27-Jan-2022"
"Spain","ESP","Pig","Ibérico (variedad Lampiño)","2021","350","350","86","264","0","0","0","0","0","0","0","0","17","1","0","0","","","","Local","14/2/2024"
"Spain","ESP","Pig","Ibérico (variedad Lampiño)","2022","353","353","88","265","0","0","0","0","0","0","0","0","17","1","0","0","","","","Local","16/2/2024"
"Spain","ESP","Pig","Ibérico (variedad Manchado de Jabugo)","2013","","","","","0","","","","","","","","195","","0","","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Manchado de Jabugo)","2014","","","","","0","0","","0","","","","","195","2","0","0","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Manchado de Jabugo)","2015","","","","","0","0","","0","","","","","195","2","0","0","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Manchado de Jabugo)","2016","","","","","0","0","","0","","","","","195","2","0","0","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Manchado de Jabugo)","2017","","","","","0","0","","","","","","","195","2","0","0","","","","Local","9/5/2019"
"Spain","ESP","Pig","Ibérico (variedad Manchado de Jabugo)","2018","","","","","0","0","0","0","0","0","0","0","48","2","0","0","","","","Local","16-Sept-2020"
"Spain","ESP","Pig","Ibérico (variedad Manchado de Jabugo)","2019","","","","","0","0","0","0","","","","","123","3","0","0","","","","Local","28-Jan-2021"
"Spain","ESP","Pig","Ibérico (variedad Manchado de Jabugo)","2020","","","","","0","0","0","0","","","","","123","3","0","0","","","","Local","27-Jan-2022"
"Spain","ESP","Pig","Ibérico (variedad Manchado de Jabugo)","2021","6","6","1","5","0","0","0","0","0","0","0","0","123","3","0","0","","","","Local","14/2/2024"
"Spain","ESP","Pig","Ibérico (variedad Manchado de Jabugo)","2022","6","6","1","5","0","0","0","0","0","0","0","0","124","3","0","0","","","","Local","16/2/2024"
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2012","","","","","0","","","","","","","","0","","0","","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2013","","","","","0","","","","","","","","192","","0","","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2014","","","","","0","0","","0","","","","","192","2","0","0","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2015","","","","","0","0","","0","","","","","192","3","0","0","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2016","","","","","0","0","","0","","","","","192","2","0","0","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2017","","","","","0","0","","","","","","","1112","19","0","0","","","","Local","9/5/2019"
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2018","","","","","0","0","0","0","0","0","0","0","278","19","0","0","","","","Local","16-Sept-2020"
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2019","","","","","0","0","0","0","","","","","866","31","0","0","","","","Local","28-Jan-2021"
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2020","","","","","0","0","0","0","","","","","866","31","0","0","","","","Local","27-Jan-2022"
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2021","5839","5839","957","4882","0","0","0","0","0","0","0","0","866","31","0","0","","","","Local","14/2/2024"
"Spain","ESP","Pig","Ibérico (variedad Retinto)","2022","5099","5099","1129","3970","0","0","0","0","0","0","0","0","866","31","0","0","","","","Local","16/2/2024"
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2012","","","","","0","","","","","","","","0","","0","","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2013","","","","","0","","","","","","","","94","","0","","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2014","","","","","0","0","","0","","","","","94","1","0","0","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2015","","","","","0","0","","0","","","","","94","1","0","0","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2016","","","","","0","0","","0","","","","","94","1","0","0","","","","Local",""
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2017","","","","","0","0","","","","","","","94","1","0","0","","","","Local","9/5/2019"
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2018","","","","","0","0","0","0","0","0","0","0","23","1","0","0","","","","Local","16-Sept-2020"
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2019","","","","","0","0","0","0","","","","","96","2","0","0","","","","Local","28-Jan-2021"
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2020","","","","","0","0","0","0","","","","","297","6","0","0","","","","Local","27-Jan-2022"
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2021","412","412","114","298","0","0","0","0","0","0","0","0","660","8","0","0","","","","Local","14/2/2024"
"Spain","ESP","Pig","Ibérico (variedad Torbiscal)","2022","466","466","129","337","0","0","0","0","0","0","0","0","325","7","0","0","","","","Local","16/2/2024"
"Spain","ESP","Pig","Landrace","2012","","","","","0","","","","","","","","14","","0","","","","","International",""
"Spain","ESP","Pig","Landrace","2013","","","","","0","","","","","","","","4167","","0","","","","","International",""
"Spain","ESP","Pig","Landrace","2014","","","","","0","0","","0","","","","","3","1","0","0","","","","International",""
"Spain","ESP","Pig","Landrace","2015","","","","","0","0","","0","","","","","209","2","0","0","","","","International",""
"Spain","ESP","Pig","Landrace","2016","0","0","0","0","0","0","","0","0","0","0","0","9","192","0","0","","","","International",""
"Spain","ESP","Pig","Landrace","2017","","","","","0","0","","","","","","","130","146","0","0","","","","International","9/5/2019"
"Spain","ESP","Pig","Landrace","2018","","","","","0","0","0","0","0","0","0","0","255","60","0","0","","","","International","16-Sept-2020"
"Spain","ESP","Pig","Landrace","2019","","","","","0","0","0","0","","","","","6","1","0","0","","","","International","28-Jan-2021"
"Spain","ESP","Pig","Landrace","2020","","","","","0","0","0","0","","","","","204","5","0","0","","","","International","27-Jan-2022"
"Spain","ESP","Pig","Landrace","2021","29","29","29","0","0","0","0","0","0","0","0","0","9","1","0","0","","","","International","14/2/2024"
"Spain","ESP","Pig","Large White","2012","","","","","0","","","","","","","","60","","0","","","","","International",""
"Spain","ESP","Pig","Large White","2013","","","","","0","","","","","","","","45","","0","","","","","International",""
"Spain","ESP","Pig","Large White","2014","","","","","0","0","","0","","","","","10","2","0","0","","","","International",""
"Spain","ESP","Pig","Large White","2015","","","","","0","0","","0","","","","","30","4","0","0","","","","International",""
"Spain","ESP","Pig","Large White","2016","0","0","0","0","0","0","","0","0","0","0","0","0","175","0","0","","","","International",""
"Spain","ESP","Pig","Large White","2017","","","","","0","0","","","","","","","8","90","0","0","","","","International","9/5/2019"
"Spain","ESP","Pig","Large White","2018","","","","","0","0","0","0","0","0","0","0","109","34","0","0","","","","International","16-Sept-2020"
"Spain","ESP","Pig","Large White","2019","","","","","240","17","4","13","","","","","14","2","0","0","","","","International","28-Jan-2021"
"Spain","ESP","Pig","Large White","2020","","","","","0","0","0","0","","","","","7","1","0","0","","","","International","27-Jan-2022"
"Spain","ESP","Pig","Large White","2021","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","","","","International","14/2/2024"
"Spain","ESP","Pig","Lermeña","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Spain","ESP","Pig","Negra Canaria","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Spain","ESP","Pig","Negra Canaria","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","27/1/2023"
"Spain","ESP","Pig","Pietrain","2012","","","","","0","","","","","","","","149","","0","","","","","International",""
"Spain","ESP","Pig","Pietrain","2013","52","","","","0","","","","","","","","178021","","0","","","","","International",""
"Spain","ESP","Pig","Pietrain","2014","","","","","0","0","","0","","","","","220","17","0","0","","","","International",""
"Spain","ESP","Pig","Pietrain","2015","","","","","0","0","","0","","","","","1251","22","0","0","","","","International",""
"Spain","ESP","Pig","Pietrain","2016","0","0","0","0","0","0","","0","0","0","0","0","100","887","0","0","","","","International",""
"Spain","ESP","Pig","Pietrain","2017","","","","","0","0","","","","","","","340","629","0","0","","","","International","9/5/2019"
"Spain","ESP","Pig","Pietrain","2018","","","","","0","0","0","0","0","0","0","0","2989","180","0","0","","","","International","16-Sept-2020"
"Spain","ESP","Pig","Pietrain","2019","","","","","0","0","0","0","","","","","585","20","0","0","","","","International","28-Jan-2021"
"Spain","ESP","Pig","Pietrain","2020","","","","","0","0","0","0","","","","","3090","64","0","0","","","","International","27-Jan-2022"
"Spain","ESP","Pig","Pietrain","2021","2426","2426","2426","0","0","0","0","0","0","0","0","0","92","6","0","0","","","","International","14/2/2024"
"Spain","ESP","Pig","Pietrain","2022","2389","2389","2389","0","0","0","0","0","0","0","0","0","1035","83","0","0","","","","International","16/2/2024"
"Spain","ESP","Pig","Porc Negre Mallorquí","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Spain","ESP","Pig","Porc Negre Mallorquí","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","27/1/2023"
"Spain","ESP","Pig","Porco Celta","2012","","","","","0","","","","","","","","2791","","0","","","","","Local",""
"Spain","ESP","Pig","Porco Celta","2013","","","","","0","","","","","","","","2791","","0","","","","","Local",""
"Spain","ESP","Pig","Porco Celta","2014","","","","","0","0","","0","","","","","2791","3","0","0","","","","Local",""
"Spain","ESP","Pig","Porco Celta","2015","","","","","0","0","","0","","","","","2791","5","0","0","","","","Local",""
"Spain","ESP","Pig","Porco Celta","2016","","","","","0","0","","0","","","","","2791","5","0","0","","","","Local",""
"Spain","ESP","Pig","Porco Celta","2017","","","","","0","0","","","","","","","2791","5","0","0","","","","Local","9/5/2019"
"Spain","ESP","Pig","Porco Celta","2018","","","","","0","0","0","0","0","0","0","0","2791","5","0","0","","","","Local","16-Sept-2020"
"Spain","ESP","Pig","Porco Celta","2019","","","","","0","0","0","0","","","","","2791","5","0","0","","","","Local","28-Jan-2021"
"Spain","ESP","Pig","Porco Celta","2020","","","","","0","0","0","0","","","","","2791","5","0","0","","","","Local","27-Jan-2022"
"Spain","ESP","Pig","Porco Celta","2021","395","395","131","264","0","0","0","0","0","0","0","0","2791","5","0","0","","","","Local","14/2/2024"
"Spain","ESP","Pig","Porco Celta","2022","0","0","0","0","0","0","0","0","0","0","0","0","2791","5","0","0","","","","Local","16/2/2024"
"Spain","ESP","Pig","Vich","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Finland","FIN","Pig","Duroc","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Finland","FIN","Pig","Hampshire","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Finland","FIN","Pig","Large White","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Finland","FIN","Pig","Maatiaissika","2020","","","","","","","","","","","","","","","","","","","","Regional","16-Sept-2020"
"France","FRA","Pig","Cazères","2023","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","10/5/2023"
"France","FRA","Pig","Craonnais","2023","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","10/5/2023"
"France","FRA","Pig","Cul Noir limousin","2023","","","","","","","","","","","","","1227","27","","","","","","Local","26/4/2023"
"France","FRA","Pig","DRB","2023","","","","","","","","","","","","","1205","52","","","","","","Local","26/4/2023"
"France","FRA","Pig","Duochan","2023","","","","","","","","","","","","","267","13","","","","","","Local","26/4/2023"
"France","FRA","Pig","Duroc Axiom","2023","","","","","","","","","","","","","1027","36","","","","","","International","26/4/2023"
"France","FRA","Pig","Landrace","2023","","","","","","","","","","","","","1704","56","","","","","","International","26/4/2023"
"France","FRA","Pig","Large White lignée femelle","2023","","","","","","","","","","","","","1455","48","","","","","","International","26/4/2023"
"France","FRA","Pig","Large White lignée mâle","2023","","","","","","","","","","","","","1590","36","","","","","","Local","26/4/2023"
"France","FRA","Pig","Nushan","2023","","","","","","","","","","","","","881","29","","","","","","Local","26/4/2023"
"France","FRA","Pig","Pie noir du Pays Basque","2022","","","","","","","","","","","","","1276","27","","","","","","Local","28/11/2022"
"France","FRA","Pig","Piétrain","2023","","","","","","","","","","","","","597","14","","","","","","International","26/4/2023"
"France","FRA","Pig","Porc Blanc de l'Ouest","2023","","","","","","","","","","","","","1469","30","","","","","","Local","26/4/2023"
"France","FRA","Pig","Porc Gascon","2023","","","","","","","","","","","","","1122","25","","","","","","Local","26/4/2023"
"France","FRA","Pig","Porc de Bayeux","2023","","","","","","","","","","","","","1028","20","","","","","","Local","26/4/2023"
"France","FRA","Pig","Tai Zumu","2023","","","","","","","","","","","","","2516","108","","","","","","Local","26/4/2023"
"Gabon","GAB","Pig","Africain","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Gabon","GAB","Pig","Duroc","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Gabon","GAB","Pig","Landrace","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Gabon","GAB","Pig","Large White","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Gabon","GAB","Pig","Musclor","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Gabon","GAB","Pig","large white","2020","","","","","","","","","","","","","","","","","","","","Regional","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Berkshire","2008","","","","","0","0","0","0","0","0","0","0","381","0","0","0","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","British Landrace","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","British Lop","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","British Saddleback","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Duroc","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Gloucestershire Old Spots","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Hampshire","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Kune-Kune","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Large Black","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Large White","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Mangalitza","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Middle White","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Oxford Sandy and Black","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Pietrain","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Tamworth","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"United Kingdom of Great Britain and Northern Ireland","GBR","Pig","Welsh","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Georgia","GEO","Pig","Kartluri Pig","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Ghana","GHA","Pig","Ashanti Dwarf","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Ghana","GHA","Pig","Hampen","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Ghana","GHA","Pig","Landrace","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Ghana","GHA","Pig","West African","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Ghana","GHA","Pig","Yorkshire","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Guinea","GIN","Pig","porcs coureurs","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Guinea-Bissau","GNB","Pig","Duroc","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Guinea-Bissau","GNB","Pig","Landrace","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Guinea-Bissau","GNB","Pig","Large White","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Guinea-Bissau","GNB","Pig","porc local","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Greece","GRC","Pig","Belgian Landrace","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Greece","GRC","Pig","Duroc","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Greece","GRC","Pig","Greek pig","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Greece","GRC","Pig","Hampshire","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Greece","GRC","Pig","Landrace","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Greece","GRC","Pig","Large White","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Greece","GRC","Pig","Pietrain","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Guam","GUM","Pig","Ras-N-Lansa","2022","","","","","","","","","","","","","","","","","","","","Local","4-Mar-2022"
"Croatia","HRV","Pig","Bagun","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Croatia","HRV","Pig","Banijska šara","2020","","","","","","","","","226","144","","","","","","","","","","Local","16-Sept-2020"
"Croatia","HRV","Pig","Black Slavonian pig","2020","","","","","","","","","1673","1123","","","","","","","","","","Local","16-Sept-2020"
"Croatia","HRV","Pig","Duroc","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Croatia","HRV","Pig","Large White","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Croatia","HRV","Pig","Mangalitsa","2020","","","","","","","","","265","175","","","","","","","","","","International","16-Sept-2020"
"Croatia","HRV","Pig","Njemacki Landras","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Croatia","HRV","Pig","Pietrain","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Croatia","HRV","Pig","Siska","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Croatia","HRV","Pig","Turopolje pig","2020","","","","","","","","","282","141","","","","","","","","","","Local","16-Sept-2020"
"Croatia","HRV","Pig","Túmerzö","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Croatia","HRV","Pig","Yorkshire","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Croatia","HRV","Pig","Švedski landras","2020","","","","","","","","","","","","","","","","","","","","Regional","16-Sept-2020"
"Hungary","HUN","Pig","Belga Lapàly Sertés","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Hungary","HUN","Pig","Black Mangalitsa","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","Blond Mangalitsa","2020","","","","","","","","","","","","","","","","","","","","Regional","16-Sept-2020"
"Hungary","HUN","Pig","Dalland hybrid","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Hungary","HUN","Pig","DanAvl","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","Dumeco","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","Duroc Sertés","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Hungary","HUN","Pig","Hampshire Sertés","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Hungary","HUN","Pig","Hungahyb","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","Hypor","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","ISV Pannon hybrid","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","Kahyb","2020","","","","","","","","","","","","","","","","","","","","Regional","16-Sept-2020"
"Hungary","HUN","Pig","Középtiszai hibridsertés","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","MNFxML F1","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","Magyar Lapàly Sertés","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","Magyar Nagyfehér Hùssertés","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Hungary","HUN","Pig","Pic hybrid","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Hungary","HUN","Pig","Pietrain","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Hungary","HUN","Pig","Rattlerow Seghers hybrid","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","Rattlerow hybrid","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","Red Mangalitsa","2020","","","","","","","","","","","","","","","","","","","","Regional","16-Sept-2020"
"Hungary","HUN","Pig","Seghers hybrid","2020","","","","","","","","","","","","","","","","","","","","International","16-Sept-2020"
"Hungary","HUN","Pig","Swallow Bellied Mangalitsa","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Hungary","HUN","Pig","TOPIGS Norsvin hybrid","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"Indonesia","IDN","Pig","Babi Hutan","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Babi-rusa","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Bali","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Celeng","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Deutsche Landrace","2021","","","","","","","","","","","","","","","","","","","","International","2-Feb-2021"
"Indonesia","IDN","Pig","Duroc","2021","","","","","","","","","","","","","","","","","","","","International","2-Feb-2021"
"Indonesia","IDN","Pig","Hampshire","2021","","","","","","","","","","","","","","","","","","","","International","2-Feb-2021"
"Indonesia","IDN","Pig","Iban","2021","","","","","","","","","","","","","","","","","","","","Regional","2-Feb-2021"
"Indonesia","IDN","Pig","Jambi","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Jawa","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Landrace","2021","","","","","","","","","","","","","","","","","","","","International","2-Feb-2021"
"Indonesia","IDN","Pig","Netherlands Landrace","2021","","","","","","","","","","","","","","","","","","","","International","2-Feb-2021"
"Indonesia","IDN","Pig","Nias","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Poland China","2021","","","","","","","","","","","","","","","","","","","","International","2-Feb-2021"
"Indonesia","IDN","Pig","Saddleback","2021","","","","","","","","","","","","","","","","","","","","International","2-Feb-2021"
"Indonesia","IDN","Pig","Sulawesi","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Sumatera","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Sumba","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Tamworth","2021","","","","","","","","","","","","","","","","","","","","International","2-Feb-2021"
"Indonesia","IDN","Pig","Tangerang","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"Indonesia","IDN","Pig","Yorkshire","2021","","","","","","","","","","","","","","","","","","","","International","2-Feb-2021"
"Indonesia","IDN","Pig","babi-Batak","2021","","","","","","","","","","","","","","","","","","","","Local","2-Feb-2021"
"India","IND","Pig","Agonda Goan","2021","30","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","24/1/2022"
"India","IND","Pig","Agonda Goan","2022","30","","","","","","","","120","","","","","","","","","National Gene Bank ICAR-NBAGR","","Local","12/1/2023"
"India","IND","Pig","Andaman wild pigs","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"India","IND","Pig","Andaman wild pigs","2021","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","24/1/2022"
"India","IND","Pig","Ankamali","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"India","IND","Pig","Ankamali","2021","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","24/1/2022"
"India","IND","Pig","Boer","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"India","IND","Pig","Boer","2021","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","24/1/2022"
"India","IND","Pig","Deshi","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"India","IND","Pig","Deshi","2021","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","24/1/2022"
"India","IND","Pig","Doom","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"India","IND","Pig","Doom","2021","14","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","24/1/2022"
"India","IND","Pig","Doom","2022","","","","","","","","","120","","","","","","","","","National Gene Bank ICAR-NBAGR","","Local","12/1/2023"
"India","IND","Pig","Ghoongroo","2020","","","","","","","","","","","","","","","","","","","","Local","16-Sept-2020"
"India","IND","Pig","Ghoongroo","2021","9","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","Local","24/1/2022"
