"Country","ISO3","Specie","Breed/Most common name","Year","Population min","Population max","Trend","Population figured based on","Breeding male","Breeding female","Females registered in herdbooks","Females bred pure","Herds","Herds size (avg)","AI used","Male in AI","In situ conservation programmes in place","Reliability","Last update","Geographical classification"
"Angola","AGO","Cattle","Damara","1994","","100","unknown","","","","","","","","","","","unknown","28 Feb 2006","Regional"
"Angola","AGO","Cattle","Humbe","1990","1500000","1500000","increasing","","","","","","","","no","0","","reliable","28 Feb 2006","Local"
"Angola","AGO","Cattle","Kwaniama","1993","50000","50000","stable","","","","","95","","","no","0","","reliable","28 Feb 2006","Local"
"Angola","AGO","Cattle","Mocho de Quilengues","1993","20000","20000","stable","","","","","","","","no","0","","not reliable","28 Feb 2006","Local"
"Angola","AGO","Cattle","Mucubai","1994","250000","250000","increasing","","56000","162500","","","","","no","0","","reliable","28 Feb 2006","Local"
"Albania","ALB","Cattle","Albanian Prespa Cattle","2013","520","580","increasing","census at breed level","19","380","","85","46","3","","","yes","reliable","26 Apr 2014","Local"
"Albania","ALB","Cattle","Black and White","1992","156970","","increasing","","2970","154000","","43","","","yes","30","","unknown","28 Feb 2006","International"
"Albania","ALB","Cattle","Black and White","1994","65294","65294","unknown","","321","39645","","100","","","yes","","","unknown","28 Feb 2006","International"
"Albania","ALB","Cattle","Black and White","1996","73000","","decreasing","","3000","70000","","80","","","","","","unknown","28 Feb 2006","International"
"Albania","ALB","Cattle","Busha","2012","1100","1250","increasing","census at breed level","67","760","","90","175","3","","","","reliable","27 Apr 2014","Regional"
"Albania","ALB","Cattle","Jersey","1992","154975","","increasing","","2975","152000","","30","","","yes","25","","unknown","28 Feb 2006","International"
"Albania","ALB","Cattle","Jersey","1994","33377","33377","increasing","","183","20671","","100","","","yes","","","unknown","28 Feb 2006","International"
"Albania","ALB","Cattle","Jersey","1996","31500","","decreasing","","1500","30000","","80","","","","","","unknown","28 Feb 2006","International"
"Albania","ALB","Cattle","Oberinntal","1992","2265","","decreasing","","65","2200","","70","","","yes","5","","unknown","28 Feb 2006","Local"
"Albania","ALB","Cattle","Oberinntal","1994","1040","1040","stable","","20","470","","100","","","yes","","","unknown","28 Feb 2006","Local"
"Albania","ALB","Cattle","Oberinntal","1996","480","","decreasing","","30","450","","60","","","","","","unknown","28 Feb 2006","Local"
"Albania","ALB","Cattle","Oberinntal","2002","12282","12282","unknown","","","","","","","","","","","unknown","28 Feb 2006","Local"
"Albania","ALB","Cattle","Simmental","1994","500","500","stable","","","250","","100","","","yes","","","unknown","28 Feb 2006","International"
"Albania","ALB","Cattle","Simmental","2002","6900","6900","unknown","","","","","","","","","","","unknown","28 Feb 2006","International"
"Albania","ALB","Cattle","Tarentaise","1992","35","","increasing","","","35","25","100","","","yes","5","","unknown","28 Feb 2006","International"
"Albania","ALB","Cattle","Tarentaise","1994","40","40","increasing","","3","30","","100","","","","","","unknown","28 Feb 2006","International"
"Albania","ALB","Cattle","Tarentaise","1996","150","","increasing","","","150","150","100","","","","","","unknown","28 Feb 2006","International"
"Argentina","ARG","Cattle","Aberdeen Angus","2022","161431","163003","unknown","survey at species level","","","","","","","yes","","yes","","23/8/2022","International"
"Argentina","ARG","Cattle","Criollo Agentino Patagonico","2022","4500","5000","decreasing","survey at species level","","","","","","","yes","","yes","","23/8/2022","Local"
"Argentina","ARG","Cattle","Criollo Chaqueño","1994","5900","5900","increasing","","760","2900","","90","","","yes","40","","unknown","28 Feb 2006","Local"
"Argentina","ARG","Cattle","Ganado Criollo Argentino","2022","14707","15185","decreasing","survey at species level","","","","","","","yes","","yes","","23/8/2022","Local"
"Argentina","ARG","Cattle","Holando Argentino","2010","10000000","10000000","","survey at breed level","","","","","","","yes","","no","not reliable","25 Aug 2010","Local"
"Argentina","ARG","Cattle","Holando Argentino","2022","2239821","2245395","unknown","survey at species level","","","","","","","yes","","no","","23/8/2022","Local"
"Armenia","ARM","Cattle","Grey Caucasian","2003","428627","428627","unknown","","","","","","","","","","","unknown","28 Feb 2006","Local"
"Armenia","ARM","Cattle","Small Caucasian","2003","0","0","unknown","","","","","","","","","","","unknown","28 Feb 2006","Regional"
"Australia","AUS","Cattle","Africander","2022","0","0","","","","","","","","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Alexandria Composite","2022","10000","10000","","survey at species level","","","","","","","","","","not reliable","2/11/2022","Local"
"Australia","AUS","Cattle","Angus","1990","143520","143520","unknown","","","","","","","","","","","not reliable","5 Apr 2012","International"
"Australia","AUS","Cattle","Angus","1992","14854","14854","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Angus","2005","30969","30969","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","Angus","2006","33826","33826","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","Angus","2007","33808","33808","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","Angus","2008","34687","34687","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","Angus","2009","33488","33488","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","Angus","2010","31595","31595","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","Angus","2022","49488","73000","increasing","census at breed level","3000","48000","","","3300","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Ankole Watusi","2022","7","25","","census at breed level","3","3","","","2","","yes","","","reliable","2/11/2022","International"
"Australia","AUS","Cattle","Australian Friesian Sahiwal","1999","149","149","","","","","149","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Australian Friesian Sahiwal","2004","40","250","unknown","","","","40","","","","","","","unknown","11 Apr 2012","International"
"Australia","AUS","Cattle","Australian Friesian Sahiwal","2022","0","0","","","","","","","","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Australian Milking Zebu","1992","1010","2000","unknown","","10","1000","","60","","","yes","6","","not reliable","28 Feb 2006","International"
"Australia","AUS","Cattle","Australian Milking Zebu","1999","67","67","","","","","67","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Australian Milking Zebu","2003","25","170","unknown","","","","25","","","","","","","unknown","11 Apr 2012","International"
"Australia","AUS","Cattle","Australian Milking Zebu","2004","18","18","unknown","","","","18","","","","","","","unknown","11 Apr 2012","International"
"Australia","AUS","Cattle","Australian Milking Zebu","2022","0","0","","","","","","","","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Australian Red Dairy Breed","1999","5454","5454","","","","","5454","","","","","","","","11 Apr 2012","Local"
"Australia","AUS","Cattle","Australian Red Dairy Breed","2003","5859","13167","unknown","","","","5859","","","","","","","unknown","11 Apr 2012","Local"
"Australia","AUS","Cattle","Australian Red Dairy Breed","2005","6361","6361","unknown","","","","6361","","","","","","","unknown","11 Apr 2012","Local"
"Australia","AUS","Cattle","Australian Red Dairy Breed","2006","6403","6403","unknown","","","","6403","","","","","","","unknown","11 Apr 2012","Local"
"Australia","AUS","Cattle","Australian Red Dairy Breed","2007","6263","6263","unknown","","","","6263","","","","","","","unknown","11 Apr 2012","Local"
"Australia","AUS","Cattle","Australian Red Dairy Breed","2008","6958","6958","unknown","","","","6958","","","","","","","unknown","11 Apr 2012","Local"
"Australia","AUS","Cattle","Australian Red Dairy Breed","2009","7465","7465","unknown","","","","7465","","","","","","","unknown","11 Apr 2012","Local"
"Australia","AUS","Cattle","Australian Red Dairy Breed","2022","8000","8000","increasing","","","","","","","","","","","reliable","28/10/2022","Local"
"Australia","AUS","Cattle","Ayrshire","1999","8013","8013","","","","","8013","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Ayrshire","2000","7768","7768","","","","","7494","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Ayrshire","2003","4891","4891","unknown","","","","4499","","","","","","","unknown","11 Apr 2012","International"
"Australia","AUS","Cattle","Ayrshire","2005","3933","3933","unknown","","","","3532","","","","","","","unknown","11 Apr 2012","International"
"Australia","AUS","Cattle","Ayrshire","2006","3432","3432","unknown","","","","3432","","","","","","","unknown","11 Apr 2012","International"
"Australia","AUS","Cattle","Ayrshire","2007","2710","2710","unknown","","","","2710","","","","","","","unknown","11 Apr 2012","International"
"Australia","AUS","Cattle","Ayrshire","2008","2806","2806","unknown","","","","2806","","","","","","","unknown","11 Apr 2012","International"
"Australia","AUS","Cattle","Ayrshire","2009","2769","2769","unknown","","","","2769","","","","","","","unknown","11 Apr 2012","International"
"Australia","AUS","Cattle","Ayrshire","2022","2802","3010","increasing","census at breed level","101","2701","","","105","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Bali Cattle","1971","1500","1500","unknown","","","","","","","","","","","unknown","28 Feb 2006","International"
"Australia","AUS","Cattle","Bali Cattle","1978","1070","1070","unknown","","","","","","","","","","","unknown","28 Feb 2006","International"
"Australia","AUS","Cattle","Bali Cattle","2022","3500","5700","increasing","survey at breed level","1400","1700","","","12","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Bazadaise","2009","170","170","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Bazadaise","2010","116","116","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Bazadaise","2022","197","255","increasing","census at breed level","27","169","","","12","","","","","very reliable","28/10/2022","Local"
"Australia","AUS","Cattle","Beef Shorthorn","1992","739","739","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Beef Shorthorn","2005","259","259","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Beef Shorthorn","2006","326","326","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Beef Shorthorn","2007","436","436","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Beef Shorthorn","2008","473","473","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Beef Shorthorn","2009","321","321","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Beef Shorthorn","2010","394","394","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Beef Shorthorn","2022","4551","5900","increasing","census at breed level","233","3345","","","201","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Beefmaker","2022","0","0","","","","","","","","","","","","reliable","28/10/2022","Local"
"Australia","AUS","Cattle","Belgian Blue","1992","444","444","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Belgian Blue","2005","20","20","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Belgian Blue","2006","32","32","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Belgian Blue","2007","26","26","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Belgian Blue","2008","46","46","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Belgian Blue","2009","32","32","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Belgian Blue","2010","41","41","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Belgian Blue","2022","14","14","decreasing","census at breed level","0","8","","","","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Belmont Red","1992","1202","12000","increasing","","","","","55","","","yes","5","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Belmont Red","2005","711","711","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Belmont Red","2006","590","590","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Belmont Red","2007","649","649","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Belmont Red","2008","575","575","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Belmont Red","2009","542","542","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Belmont Red","2010","762","762","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Belmont Red","2022","1329","1527","increasing","census at breed level","55","920","","","49","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Belted Galloway","2003","750","","unknown","","","750","","","","","","","","unknown","28 Feb 2006","International"
"Australia","AUS","Cattle","Belted Galloway","2022","1301","1455","increasing","census at breed level","212","1089","","","80","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Blonde d'Aquitaine","1992","499","499","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Blonde d'Aquitaine","2005","293","293","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Blonde d'Aquitaine","2006","769","769","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Blonde d'Aquitaine","2007","594","594","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Blonde d'Aquitaine","2008","714","714","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Blonde d'Aquitaine","2009","770","770","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Blonde d'Aquitaine","2010","831","831","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Blonde d'Aquitaine","2022","271","300","decreasing","census at breed level","20","220","","","19","","","","","very reliable","28/10/2022","Local"
"Australia","AUS","Cattle","Bonsmara","2009","265","265","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Bonsmara","2010","62","62","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Bonsmara","2022","483","550","increasing","census at breed level","49","434","","","2","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Boran","1993","43","43","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Boran","2005","35","35","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Boran","2007","66","66","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Boran","2009","43","43","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Boran","2010","26","26","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Boran","2022","280","320","increasing","census at breed level","20","250","","","","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Braford","1992","3512","3512","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Braford","2005","1318","1318","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Braford","2006","1574","1574","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Braford","2007","1505","1505","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Braford","2008","1119","1119","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Braford","2009","851","851","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Braford","2010","1005","1005","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Braford","2022","957","1077","stable","census at breed level","50","790","","","43","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Brahman","1992","17234","17234","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Brahman","2005","13124","13124","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Brahman","2006","12783","12783","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Brahman","2007","12930","12930","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Brahman","2008","13064","13064","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Brahman","2009","12335","12335","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Brahman","2010","10805","10805","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Brahman","2022","11918","14500","increasing","census at breed level","600","8700","","","380","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Brangus","1987","35000","35000","increasing","","750","18000","","100","","","yes","50","","reliable","28 Feb 2006","International"
"Australia","AUS","Cattle","Brangus","1992","1507","45000","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Brangus","2005","2713","2713","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Brangus","2006","3310","3310","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Brangus","2007","3288","3288","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Brangus","2008","3116","3116","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Brangus","2009","2699","2699","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Brangus","2010","2767","2767","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Brangus","2022","4374","4800","increasing","census at breed level","450","3800","","","430","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Braunvieh","1992","110","110","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Braunvieh","2005","78","78","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Braunvieh","2008","40","40","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Braunvieh","2009","11","11","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Braunvieh","2010","13","13","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Braunvieh","2022","172","185","increasing","census at breed level","31","141","","","6","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","British White","1998","139","139","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","British White","2005","263","263","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","British White","2006","102","102","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","British White","2007","149","149","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","British White","2008","130","130","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","British White","2009","190","190","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","British White","2010","159","159","unknown","","","","","","","","","","","unknown","5 Apr 2012","International"
"Australia","AUS","Cattle","British White","2022","855","2000","increasing","census at breed level","106","749","","","29","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Browns Swiss","1999","2478","2478","","","","","2478","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Browns Swiss","2005","3643","3643","","","","","3643","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Browns Swiss","2006","3725","3725","","","","","3725","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Browns Swiss","2007","3301","3301","","","","","3301","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Browns Swiss","2008","3428","3428","","","","","3428","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Browns Swiss","2009","3501","3501","","","","","3501","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Browns Swiss","2022","0","0","","","","","","","","","","","","not reliable","28/10/2022","International"
"Australia","AUS","Cattle","Charbray","1992","940","940","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charbray","2005","2191","2191","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charbray","2006","1458","1458","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charbray","2007","1582","1582","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charbray","2008","2077","2077","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charbray","2009","1949","1949","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charbray","2010","1541","1541","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charbray","2022","1038","1222","decreasing","census at breed level","52","800","","","50","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Charolais","1992","3859","3859","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charolais","2005","9163","9163","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charolais","2006","9053","9053","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charolais","2007","9266","9266","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charolais","2008","9963","9963","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charolais","2009","10368","10368","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charolais","2010","10668","10668","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Charolais","2022","7762","8014","decreasing","census at breed level","410","6300","","","390","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Chianina","1992","187","187","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Chianina","2005","12","12","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Chianina","2006","21","21","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Chianina","2007","48","48","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Chianina","2008","11","11","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Chianina","2009","47","47","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Chianina","2010","46","46","","","","","","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Chianina","2022","67","87","increasing","census at breed level","3","47","","","3","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Corriente","2022","80","80","","","6","30","","","1","","","","","reliable","2/11/2022","International"
"Australia","AUS","Cattle","Dairy Shorthorn","1999","725","725","","","","","725","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Dairy Shorthorn","2000","747","747","","","","","660","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Dairy Shorthorn","2005","482","482","","","","","356","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Dairy Shorthorn","2006","304","304","","","","","304","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Dairy Shorthorn","2007","290","290","","","","","290","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Dairy Shorthorn","2008","295","295","","","","","295","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Dairy Shorthorn","2009","294","294","","","","","294","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Dairy Shorthorn","2022","0","0","","","","","","","","","","","","not reliable","28/10/2022","International"
"Australia","AUS","Cattle","Devon","1992","1459","1459","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Devon","2005","576","576","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Devon","2006","686","686","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Devon","2007","543","543","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Devon","2008","577","577","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Devon","2009","815","815","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Devon","2010","720","720","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Devon","2022","804","890","increasing","census at breed level","34","770","","","32","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Dexter","2022","574","599","","census at breed level","138","436","","","131","","","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Drakensberger","2022","150","300","decreasing","census at breed level","26","122","","","6","","yes","4","","very reliable","2/11/2022","International"
"Australia","AUS","Cattle","Droughtmaster","1992","8605","320000","stable","","","","","","","","yes","20","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Droughtmaster","2005","8298","8298","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Droughtmaster","2006","7466","7466","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Droughtmaster","2007","10406","10406","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Droughtmaster","2008","10179","10179","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Droughtmaster","2009","9509","9509","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Droughtmaster","2010","10421","10421","unknown","","","","","","","","","","","unknown","10 Apr 2012","International"
"Australia","AUS","Cattle","Droughtmaster","2022","8161","8700","decreasing","census at breed level","366","7300","","","320","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","English Longhorn","2022","40","50","","","","","","","1","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Fleckvieh","2022","1838","2033","increasing","census at breed level","488","1350","","","124","","yes","","","very reliable","2/11/2022","International"
"Australia","AUS","Cattle","Galloway","1992","662","662","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Galloway","2005","363","363","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Galloway","2006","259","259","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Galloway","2007","489","489","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Galloway","2008","251","251","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Galloway","2009","313","313","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Galloway","2010","495","495","","","","","","","","","","","","","5 Apr 2012","International"
"Australia","AUS","Cattle","Galloway","2022","1599","1700","increasing","census at breed level","346","1253","","","130","","yes","","","very reliable","28/10/2022","International"
"Australia","AUS","Cattle","Gelbvieh","1992","1013","1013","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Gelbvieh","2005","892","892","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Gelbvieh","2006","428","428","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Gelbvieh","2007","848","848","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Gelbvieh","2008","888","888","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Gelbvieh","2009","634","634","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Gelbvieh","2010","820","820","","","","","","","","","","","","","10 Apr 2012","International"
"Australia","AUS","Cattle","Gelbvieh","2022","0","0","","","","","","","","","","","","not reliable","28/10/2022","International"
"Australia","AUS","Cattle","Gir","2022","2","2","","census at breed level","0","2","","","1","","yes","","","reliable","2/11/2022","International"
"Australia","AUS","Cattle","Greyman","1992","542","542","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Greyman","1996","80","80","","","","","","","","","","","","","10 Apr 2012","Local"
"Australia","AUS","Cattle","Greyman","2022","0","0","","","","","","","","","","","","not reliable","28/10/2022","Local"
"Australia","AUS","Cattle","Guernsey","1999","4619","4619","","","","","4619","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Guernsey","2000","4274","4274","","","","","4144","","","","","","","","11 Apr 2012","International"
"Australia","AUS","Cattle","Guernsey","2005","2049","2049","","","","","2028","","","","","","","","11 Apr 2012","International"
