"Country","ISO3","Specie","Breed/Most common name","Year","Population min","Population max","Trend","Population figured based on","Breeding male","Breeding female","Females registered in herdbooks","Females bred pure","Herds","Herds size (avg)","AI used","Male in AI","In situ conservation programmes in place","Reliability","Last update","Geographical classification"
"Lithuania","LTU","Cattle","Lithuanian Light Grey","2000","1737","","stable","","","1737","133","","","","yes","9","yes","unknown","1 Mar 2006","Local"
"Lithuania","LTU","Cattle","Lithuanian Light Grey","2003","1558","1558","unknown","","","","","","","","","","yes","unknown","28 Feb 2006","Local"
"Lithuania","LTU","Cattle","Lithuanian Light Grey","2016","1813","1813","increasing","census at breed level","","1285","","","310","6","yes","9","yes","reliable","8 Feb 2019","Local"
"Lithuania","LTU","Cattle","Lithuanian Light Grey","2017","1393","1393","decreasing","census at breed level","","1187","","","291","5","yes","","yes","reliable","8 Feb 2019","Local"
"Lithuania","LTU","Cattle","Lithuanian Light Grey","2018","1313","1313","decreasing","census at breed level","","866","","","277","5","yes","","yes","reliable","8 Feb 2019","Local"
"Lithuania","LTU","Cattle","Lithuanian Light Grey","2019","1266","2988","decreasing","census at breed level","134","2059","","33","1106","3","yes","7","yes","reliable","31/1/2023","Local"
"Lithuania","LTU","Cattle","Lithuanian Light Grey","2020","1235","2840","stable","census at breed level","","1013","","78","244","5","yes","8","yes","reliable","31/1/2023","Local"
"Lithuania","LTU","Cattle","Lithuanian Light Grey","2021","1355","2664","decreasing","census at breed level","53","986","","45","377","4","yes","7","yes","reliable","31/1/2023","Local"
"Lithuania","LTU","Cattle","Lithuanian Light Grey","2022","1269","2562","decreasing","census at breed level","66","952","271","44","371","3","yes","9","yes","reliable","31/1/2023","Local"
"Lithuania","LTU","Cattle","Lithuanian Light Grey","2023","1306","2351","decreasing","census at breed level","","944","","54","365","4","yes","9","yes","reliable","2/2/2024","Local"
"Lithuania","LTU","Cattle","Lithuanian Red","1980","","567000","unknown","","","","","80","","","yes","","","unknown","28 Feb 2006","Local"
"Lithuania","LTU","Cattle","Lithuanian Red","1990","519000","519000","decreasing","","80","209000","","100","","","yes","52","","unknown","1 Mar 2006","Local"
"Lithuania","LTU","Cattle","Lithuanian Red","2001","123876","","stable","","","123876","28914","","","","yes","180","","unknown","1 Mar 2006","Local"
"Lithuania","LTU","Cattle","Lithuanian Red","2003","223600","223600","unknown","","","","","","","","","","","unknown","28 Feb 2006","Local"
"Lithuania","LTU","Cattle","Lithuanian Red","2016","75","75","decreasing","census at breed level","","34","","","3","25","yes","6","yes","reliable","8 Feb 2019","Local"
"Lithuania","LTU","Cattle","Lithuanian Red","2017","74","74","stable","census at breed level","","64","","","3","25","yes","7","yes","reliable","8 Feb 2019","Local"
"Lithuania","LTU","Cattle","Lithuanian Red","2018","88","88","stable","census at breed level","","64","","","3","29","yes","","yes","reliable","8 Feb 2019","Local"
"Lithuania","LTU","Cattle","Lithuanian Red","2020","91396","91396","","","2161","56456","","","9655","10","yes","","no","reliable","29 Jan 2021","Local"
"Lithuania","LTU","Cattle","Lithuanian Red","2021","87528","87528","decreasing","census at breed level","2290","54957","613","","8707","10","yes","","no","reliable","2/3/2023","Local"
"Lithuania","LTU","Cattle","Lithuanian Red","2022","85292","85292","decreasing","census at breed level","2175","52671","","","8010","11","yes","13","no","reliable","2/3/2023","Local"
"Lithuania","LTU","Cattle","Lithuanian Red old genotype","2016","75","75","decreasing","census at breed level","","34","","","3","25","yes","6","yes","reliable","29 Jan 2021","Local"
"Lithuania","LTU","Cattle","Lithuanian Red old genotype","2017","74","74","stable","census at breed level","","64","","","2","25","yes","7","yes","reliable","29 Jan 2021","Local"
"Lithuania","LTU","Cattle","Lithuanian Red old genotype","2018","88","88","stable","census at breed level","","64","","","3","29","yes","","yes","reliable","29 Jan 2021","Local"
"Lithuania","LTU","Cattle","Lithuanian Red old genotype","2019","97","119","stable","census at breed level","","65","","28","3","32","yes","3","yes","reliable","26 Jan 2022","Local"
"Lithuania","LTU","Cattle","Lithuanian Red old genotype","2020","90","109","decreasing","census at breed level","","61","","27","5","18","yes","3","yes","reliable","31/1/2023","Local"
"Lithuania","LTU","Cattle","Lithuanian Red old genotype","2021","108","109","stable","census at breed level","6","72","","27","8","14","yes","4","yes","reliable","31/1/2023","Local"
"Lithuania","LTU","Cattle","Lithuanian Red old genotype","2022","108","108","stable","census at breed level","0","59","41","27","8","14","yes","5","yes","reliable","31/1/2023","Local"
"Lithuania","LTU","Cattle","Lithuanian Red old genotype","2023","107","110","stable","census at breed level","","62","","46","3","36","yes","5","yes","reliable","2/2/2024","Local"
"Lithuania","LTU","Cattle","Lithuanian White Back","1994","400","","stable","","20","350","","20","","","yes","","yes","unknown","28 Feb 2006","Regional"
"Lithuania","LTU","Cattle","Lithuanian White Back","2001","493","","decreasing","","","493","93","","","","yes","7","yes","unknown","1 Mar 2006","Regional"
"Lithuania","LTU","Cattle","Lithuanian White Back","2003","2337","2337","unknown","","","","","","","","","","yes","unknown","28 Feb 2006","Regional"
"Lithuania","LTU","Cattle","Lithuanian White Back","2016","1347","1347","increasing","census at breed level","","990","","","236","6","yes","5","yes","reliable","29 Jan 2021","Regional"
"Lithuania","LTU","Cattle","Lithuanian White Back","2017","1076","1076","decreasing","census at breed level","","916","","","215","5","yes","","yes","reliable","29 Jan 2021","Regional"
"Lithuania","LTU","Cattle","Lithuanian White Back","2018","1000","1000","decreasing","census at breed level","","697","","","189","5","yes","","yes","reliable","29 Jan 2021","Regional"
"Lithuania","LTU","Cattle","Lithuanian White Back","2019","986","2076","decreasing","census at breed level","","759","","69","170","6","yes","6","yes","reliable","29 Jan 2021","Regional"
"Lithuania","LTU","Cattle","Lithuanian White Back","2020","1146","2061","stable","census at breed level","","921","","82","170","7","yes","8","yes","reliable","31/1/2023","Regional"
"Lithuania","LTU","Cattle","Lithuanian White Back","2021","1200","1940","decreasing","census at breed level","73","913","212","50","290","4","yes","8","yes","reliable","31/1/2023","Regional"
"Lithuania","LTU","Cattle","Lithuanian White Back","2022","1203","1922","decreasing","census at breed level","41","886","267","54","310","4","yes","11","yes","reliable","31/1/2023","Regional"
"Lithuania","LTU","Cattle","Lithuanian White Back","2023","1144","1854","decreasing","census at breed level","","851","","51","300","4","yes","10","yes","reliable","2/2/2024","Regional"
"Lithuania","LTU","Cattle","Red and White Holstein","2022","17771","17771","","","80","2056","","","816","22","yes","119","no","reliable","2/9/2023","International"
"Lithuania","LTU","Cattle","Simmental","2018","2958","2958","","","183","1751","479","205","209","14","yes","","no","reliable","22 Feb 2019","International"
"Lithuania","LTU","Cattle","Simmental","2020","3452","3452","","","198","1858","","","250","44","yes","","no","reliable","27 Jan 2022","International"
"Lithuania","LTU","Cattle","Simmental","2021","6293","6293","","census at breed level","650","2342","926","","293","21","yes","","no","reliable","27 Jan 2022","International"
"Lithuania","LTU","Cattle","Simmental","2022","6483","6483","increasing","census at breed level","685","2470","","","316","21","yes","25","no","reliable","2/3/2023","International"
"Lithuania","LTU","Cattle","Swedish black and white","2003","","23373","unknown","","","","","","","","","","","unknown","28 Feb 2006","International"
"Lithuania","LTU","Cattle","Swedish black and white","2018","326","326","","","10","215","","","46","7","yes","","no","reliable","22 Feb 2019","International"
"Lithuania","LTU","Cattle","Swedish black and white","2020","296","296","","","8","193","","","43","7","","","no","reliable","29 Jan 2021","International"
"Lithuania","LTU","Cattle","Swedish black and white","2021","2194","2194","","census at breed level","235","1668","","","45","49","yes","","no","reliable","27 Jan 2022","International"
"Lithuania","LTU","Cattle","Swedish black and white","2022","2177","2177","decreasing","census at breed level","234","1639","","","44","50","","","no","reliable","2/3/2023","International"
"Lithuania","LTU","Cattle","Swedish red and white","2003","","31830","unknown","","","","","","","","","","","unknown","28 Feb 2006","Local"
"Lithuania","LTU","Cattle","Swedish red and white","2018","2219","2219","","","53","1265","","","227","10","yes","","no","reliable","22 Feb 2019","Local"
"Lithuania","LTU","Cattle","Swedish red and white","2020","2610","2610","","","65","1288","","","196","13","yes","","no","reliable","29 Jan 2021","Local"
"Lithuania","LTU","Cattle","Swedish red and white","2021","5838","5838","","census at breed level","912","3741","","","185","32","yes","","no","reliable","27 Jan 2022","Local"
"Lithuania","LTU","Cattle","Swedish red and white","2022","5757","5757","decreasing","census at breed level","903","3695","","","211","27","yes","20","no","reliable","2/3/2023","Local"
"Luxembourg","LUX","Cattle","Angus","2013","121","121","unknown","census at breed level","7","114","114","100","3","40","no","","no","very reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Aubrac","2013","111","111","unknown","census at breed level","8","103","103","100","10","11","yes","","no","very reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Blonde d'Aquitaine","2013","132","132","stable","census at breed level","7","125","125","100","4","33","yes","","no","very reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Braunvieh","2013","250","250","increasing","census at breed level","","250","250","100","15","17","yes","","no","very reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Charolais","1986","1600","","increasing","","100","1500","900","100","","","yes","","no","unknown","1 Mar 2006","International"
"Luxembourg","LUX","Cattle","Charolais","1994","1900","","increasing","","100","1800","1000","100","","","","","no","unknown","1 Mar 2006","International"
"Luxembourg","LUX","Cattle","Charolais","1995","2650","","unknown","","150","2500","","","","","yes","","no","unknown","1 Mar 2006","International"
"Luxembourg","LUX","Cattle","Charolais","2013","135","135","decreasing","census at breed level","9","126","126","100","4","34","yes","","no","very reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Fleckvieh","2013","2500","2500","increasing","census at breed level","","2500","2500","100","25","100","yes","","no","reliable","13 May 2014","Local"
"Luxembourg","LUX","Cattle","Highland","2013","19","19","stable","census at breed level","3","16","16","100","2","10","yes","","no","very reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Holstein (black and white)","2013","70000","70000","stable","census at breed level","","70000","70000","100","700","100","yes","","no","reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Holstein (red and white)","2013","12000","12000","stable","census at breed level","","12000","12000","100","140","86","yes","","no","reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Holstein Frisian","1986","40000","","decreasing","","","40000","8000","75","","","","","no","unknown","1 Mar 2006","International"
"Luxembourg","LUX","Cattle","Holstein Frisian","1994","30050","","decreasing","","50","30000","7000","100","","","","","no","unknown","1 Mar 2006","International"
"Luxembourg","LUX","Cattle","Holstein Frisian","1995","30010","","unknown","","10","30000","","90","","","yes","","no","unknown","1 Mar 2006","International"
"Luxembourg","LUX","Cattle","Jersey","2013","60","60","decreasing","census at breed level","","60","60","100","2","30","yes","","no","very reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Limousin","1986","2700","","increasing","","200","2500","1500","100","","","yes","","yes","unknown","1 Mar 2006","International"
"Luxembourg","LUX","Cattle","Limousin","1994","4200","","increasing","","200","4000","1800","","","","","","yes","unknown","1 Mar 2006","International"
"Luxembourg","LUX","Cattle","Limousin","1995","7400","","unknown","","400","7000","2000","","","","yes","","yes","unknown","1 Mar 2006","International"
"Luxembourg","LUX","Cattle","Limousin","2013","1338","1338","stable","census at breed level","70","1268","1268","100","30","45","yes","","no","very reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Montbéliarde","2013","500","500","stable","census at breed level","","500","500","100","15","33","yes","","no","reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Normande","2013","100","100","decreasing","census at breed level","","100","100","100","5","20","yes","","no","reliable","13 May 2014","International"
"Luxembourg","LUX","Cattle","Welsh Black","2013","7","7","increasing","census at breed level","1","6","6","100","1","7","no","","no","very reliable","13 May 2014","International"
"Latvia","LVA","Cattle","Aberdeen Angus","2013","2704","2704","increasing","census at breed level","270","1655","265","","536","5","yes","22","no","reliable","16 Jun 2014","Local"
"Latvia","LVA","Cattle","Aberdeen Angus","2020","4001","4001","increasing","established animal registration system","314","2411","1497","","354","11.3","yes","35","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Aberdeen Angus","2021","3664","3664","stable","established animal registration system","356","2369","1835","","255","14.4","yes","46","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Aberdeen Angus","2022","3650","3650","stable","established animal registration system","293","2315","328","","240","15.2","yes","41","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Aberdeen Angus","2023","3814","3814","increasing","established animal registration system","301","2441","1610","1358","232","16","yes","43","no","reliable","11/1/2024","Local"
"Latvia","LVA","Cattle","Angler","1990","375","375","unknown","","11","350","","100","","","yes","","yes","unknown","28 Feb 2006","Local"
"Latvia","LVA","Cattle","Angler","2013","1281","1281","increasing","census at breed level","50","868","168","","565","2","yes","14","no","reliable","16 Jun 2014","Local"
"Latvia","LVA","Cattle","Angler","2020","326","326","decreasing","established animal registration system","6","267","129","","98","3.3","yes","12","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Angler","2021","329","329","stable","established animal registration system","5","240","154","","90","3.7","yes","14","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Angler","2022","305","305","stable","established animal registration system","10","220","66","","77","4","yes","13","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Angler","2023","183","183","decreasing","established animal registration system","7","131","84","67","75","2","yes","12","no","reliable","11/1/2024","Local"
"Latvia","LVA","Cattle","Ayrshire","2013","115","115","stable","census at breed level","1","86","23","","30","4","yes","7","no","reliable","16 Jun 2014","International"
"Latvia","LVA","Cattle","Ayrshire","2020","43","43","decreasing","census at breed level","1","36","20","","11","3.8","yes","4","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Ayrshire","2021","37","37","stable","established animal registration system","0","30","28","","11","3.4","yes","2","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Ayrshire","2022","38","38","stable","established animal registration system","0","30","5","","12","3.2","yes","4","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Ayrshire","2023","34","34","decreasing","established animal registration system","0","26","20","19","11","3","yes","5","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Charolais","2013","15329","15329","increasing","census at breed level","1021","8554","1139","","1539","10","yes","28","no","reliable","16 Jun 2014","International"
"Latvia","LVA","Cattle","Charolais","2020","35190","35190","increasing","established animal registration system","1620","22185","8740","","2316","15.2","yes","66","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Charolais","2021","33725","33725","decreasing","established animal registration system","1749","14543","9624","","2089","16.1","yes","75","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Charolais","2022","35265","35265","increasing","established animal registration system","2011","23847","1426","","2014","17.5","yes","74","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Charolais","2023","33971","33971","decreasing","established animal registration system","1869","23207","10016","7601","1912","17","yes","89","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Danish Red","1990","474","474","decreasing","","14","460","","100","","","yes","","yes","unknown","28 Feb 2006","Regional"
"Latvia","LVA","Cattle","Danish Red","2000","100","1000","stable","","","","","","","","","","yes","unknown","28 Feb 2006","Regional"
"Latvia","LVA","Cattle","Danish Red","2013","8103","8103","increasing","census at breed level","419","5117","932","","2375","3","yes","70","no","reliable","16 Jun 2014","Regional"
"Latvia","LVA","Cattle","Danish Red","2020","4317","4317","decreasing","established animal registration system","138","2937","1210","","954","4.5","yes","59","no","reliable","15/1/2024","Regional"
"Latvia","LVA","Cattle","Danish Red","2021","4281","4281","stable","established animal registration system","146","2847","1808","","875","4.9","yes","58","no","reliable","15/1/2024","Regional"
"Latvia","LVA","Cattle","Danish Red","2022","3881","3881","decreasing","established animal registration system","113","2718","623","","777","5","yes","51","no","reliable","15/1/2024","Regional"
"Latvia","LVA","Cattle","Danish Red","2023","3449","3449","decreasing","established animal registration system","89","2444","1475","1309","685","5","yes","49","no","reliable","11/1/2024","Regional"
"Latvia","LVA","Cattle","Galloway","2013","672","672","increasing","census at breed level","116","373","35","","30","22","yes","2","no","reliable","16 Jun 2014","International"
"Latvia","LVA","Cattle","Galloway","2020","1101","1101","increasing","established animal registration system","230","581","340","","48","22.9","yes","7","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Galloway","2021","1108","1108","stable","established animal registration system","183","669","503","","40","27.7","yes","8","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Galloway","2022","1161","1161","stable","established animal registration system","170","739","87","","43","27","yes","10","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Galloway","2023","1294","1294","stable","established animal registration system","230","780","582","395","47","27","yes","10","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Hereford","2013","5166","5166","increasing","census at breed level","282","3444","382","","800","7","yes","22","no","reliable","16 Jun 2014","International"
"Latvia","LVA","Cattle","Hereford","2020","4958","4958","stable","established animal registration system","258","3561","1746","","588","8.4","yes","27","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Hereford","2021","4685","4685","decreasing","established animal registration system","643","4042","1820","","521","9","yes","24","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Hereford","2022","4446","4446","decreasing","established animal registration system","276","3188","214","","459","9.7","yes","22","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Hereford","2023","4301","4301","stable","established animal registration system","246","3096","1543","1216","419","10","yes","28","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Highland","2013","825","825","increasing","census at breed level","182","452","107","","81","10","yes","2","no","reliable","16 Jun 2014","International"
"Latvia","LVA","Cattle","Highland","2020","1246","1246","increasing","established animal registration system","366","880","416","","106","11.8","yes","1","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Highland","2021","1346","1346","increasing","established animal registration system","303","794","435","","121","11.1","yes","3","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Highland","2022","1403","1403","increasing","established animal registration system","327","826","39","","130","10.8","yes","3","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Highland","2023","1337","1337","decreasing","established animal registration system","297","836","343","248","137","10","yes","3","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Holstein Black and White","1990","40256","40256","decreasing","","38","40218","","100","","","yes","","yes","unknown","28 Feb 2006","International"
"Latvia","LVA","Cattle","Holstein Black and White","2000","81590","81590","increasing","","","","","","","","","","yes","unknown","28 Feb 2006","International"
"Latvia","LVA","Cattle","Holstein Black and White","2003","93120","93120","unknown","","","","","","","","","","yes","unknown","28 Feb 2006","International"
"Latvia","LVA","Cattle","Holstein Black and White","2013","126118","126118","increasing","established animal registration system","4021","84232","16895","","11574","11","yes","364","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Holstein Black and White","2020","137470","137470","increasing","established animal registration system","3565","90079","37414","","7156","19.2","yes","597","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Holstein Black and White","2021","136495","136495","stable","established animal registration system","3334","92337","70535","","6278","21.7","yes","602","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Holstein Black and White","2022","137932","137932","increasing","established animal registration system","3635","92719","27486","","5793","23.8","yes","606","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Holstein Black and White","2023","134527","134527","decreasing","established animal registration system","3000","89632","68351","45747","5329","25","yes","596","no","reliable","11/1/2024","International"
"Latvia","LVA","Cattle","Holstein Red and White","2013","28229","28229","increasing","census at breed level","1174","15847","2074","","5808","5","yes","138","no","reliable","16 Jun 2014","International"
"Latvia","LVA","Cattle","Holstein Red and White","2020","37739","37739","increasing","established animal registration system","1205","25147","8882","","4940","7.6","yes","219","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Holstein Red and White","2021","34451","34451","decreasing","established animal registration system","1026","25104","15842","","4269","8.1","yes","242","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Holstein Red and White","2022","33606","33606","decreasing","established animal registration system","1049","22781","4911","","4011","8.4","yes","219","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Holstein Red and White","2023","29965","29965","decreasing","established animal registration system","798","21490","14862","2141","3664","8","yes","226","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Latvijas Brūnā","1980","","1417000","unknown","","","","","60","","","yes","","","unknown","28 Feb 2006","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā","1990","1121000","1121000","decreasing","","3500","556000","","77","","","yes","54","","unknown","1 Mar 2006","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā","1994","678000","678000","decreasing","","150","350000","","97","","","yes","100","","unknown","28 Feb 2006","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā","2000","305660","305660","decreasing","","","","","","","","","","","unknown","28 Feb 2006","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā","2003","287120","287120","unknown","","","","","","","","","","","unknown","28 Feb 2006","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā","2013","101226","101226","decreasing","census at breed level","3283","77751","14984","","17352","6","yes","45","yes","reliable","16 Jun 2014","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā","2020","36573","36573","decreasing","established animal registration system","915","28654","11679","","6934","5.3","yes","49","yes","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā","2021","34342","34342","decreasing","established animal registration system","992","25422","14598","","6133","5.6","yes","49","yes","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā","2022","30836","30836","decreasing","established animal registration system","1042","23073","3290","","5443","5.7","yes","56","yes","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā","2023","26349","26349","decreasing","established animal registration system","815","20003","10921","8912","4736","5","yes","17","yes","reliable","11/1/2024","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā vecais tips","2020","170","170","decreasing","established animal registration system","1","112","72","70","54","3","yes","37","yes","reliable","8/12/2023","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā vecais tips","2021","237","237","stable","established animal registration system","2","153","92","90","63","3","yes","35","yes","reliable","8/12/2023","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā vecais tips","2022","306","306","stable","established animal registration system","3","153","137","135","85","3","yes","40","yes","reliable","8/12/2023","Local"
"Latvia","LVA","Cattle","Latvijas Brūnā vecais tips","2023","384","384","stable","established animal registration system","9","266","157","156","108","3","yes","42","yes","reliable","11/1/2024","Local"
"Latvia","LVA","Cattle","Latvijas Zilā","2013","1313","1313","decreasing","census at breed level","75","953","82","","582","2","yes","8","yes","reliable","16 Jun 2014","Local"
"Latvia","LVA","Cattle","Latvijas Zilā","2020","895","895","decreasing","established animal registration system","40","627","378","","361","2.5","yes","18","yes","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Latvijas Zilā","2021","905","905","stable","established animal registration system","38","618","415","","362","2.5","yes","15","yes","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Latvijas Zilā","2022","892","892","stable","established animal registration system","56","607","79","","356","2.5","yes","18","yes","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Latvijas Zilā","2023","831","831","decreasing","established animal registration system","45","563","320","235","333","2","yes","17","yes","reliable","11/1/2024","Local"
"Latvia","LVA","Cattle","Limousin","2013","4675","4675","increasing","census at breed level","392","2090","187","","882","5","yes","18","no","reliable","16 Jun 2014","International"
"Latvia","LVA","Cattle","Limousin","2020","14982","14982","increasing","established animal registration system","934","8239","2290","","1571","9.5","yes","55","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Limousin","2021","12863","12863","stable","established animal registration system","948","8885","2515","","1310","9.8","yes","56","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Limousin","2022","12983","12983","stable","established animal registration system","925","8623","477","","1213","10.7","yes","61","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Limousin","2023","12828","12828","stable","established animal registration system","888","8536","2643","2148","1167","10","yes","59","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Simmental","2013","2700","2700","increasing","census at breed level","184","1295","180","","830","3","yes","20","no","reliable","16 Jun 2014","International"
"Latvia","LVA","Cattle","Simmental","2020","1755","1755","decreasing","established animal registration system","93","1148","426","","405","4.3","yes","34","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Simmental","2021","1447","1447","decreasing","established animal registration system","90","1100","382","","302","4.8","yes","39","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Simmental","2022","1271","1271","decreasing","established animal registration system","86","961","41","","264","4.8","yes","46","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Simmental","2023","1157","1157","stable","established animal registration system","64","889","313","242","245","4","yes","42","no","reliable","15/1/2024","International"
"Latvia","LVA","Cattle","Swedish Red and White","2013","2159","2159","decreasing","census at breed level","53","1562","360","","829","3","yes","20","no","reliable","16 Jun 2014","Local"
"Latvia","LVA","Cattle","Swedish Red and White","2020","749","749","decreasing","established animal registration system","18","601","234","","239","3.1","yes","14","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Swedish Red and White","2021","709","709","stable","established animal registration system","8","542","375","","210","3.4","yes","11","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Swedish Red and White","2022","662","662","stable","established animal registration system","8","498","76","","200","3.3","yes","11","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Swedish Red and White","2023","579","579","stable","established animal registration system","12","437","271","238","180","3","yes","7","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Swiss","2013","296","296","stable","census at breed level","20","192","44","","89","3","yes","25","no","reliable","16 Jun 2014","Local"
"Latvia","LVA","Cattle","Swiss","2020","183","183","decreasing","established animal registration system","5","113","24","","62","3","yes","38","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Swiss","2021","201","201","stable","established animal registration system","5","126","48","","59","3.4","yes","36","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Swiss","2022","237","237","stable","established animal registration system","10","144","22","","61","3.9","yes","42","no","reliable","15/1/2024","Local"
"Latvia","LVA","Cattle","Swiss","2023","253","253","stable","established animal registration system","10","160","55","42","67","3","yes","37","no","reliable","15/1/2024","Local"
"Morocco","MAR","Cattle","Blonde des Plateux d'Oulmes et des Zaers","1988","100000","100000","unknown","","","","","","","","","","yes","unknown","28 Feb 2006","Local"
"Morocco","MAR","Cattle","Blonde des Plateux d'Oulmes et des Zaers","1993","80000","80000","stable","survey at breed level","50","35000","","70","0","","yes","4","yes","reliable","30 Apr 2019","Local"
"Morocco","MAR","Cattle","Blonde des Plateux d'Oulmes et des Zaers","2018","80000","80000","stable","census at breed level","50","30000","0","30000","4000","20","yes","3","yes","reliable","30 Apr 2019","Local"
"Morocco","MAR","Cattle","Blonde des Plateux d'Oulmes et des Zaers","2020","80000","80000","","","","","","","","","yes","3","yes","","9 Feb 2021","Local"
"Morocco","MAR","Cattle","Brune de l' Atlas","1983","2820","2820","unknown","","","","","","","","","","","unknown","28 Feb 2006","International"
"Morocco","MAR","Cattle","Brune de l' Atlas","1988","2100000","2100000","decreasing","","","","","","","","","","","unknown","28 Feb 2006","International"
"Morocco","MAR","Cattle","Brune de l' Atlas","1993","1200000","1200000","decreasing","","","400000","","","","","no","0","","not reliable","28 Feb 2006","International"
"Morocco","MAR","Cattle","Brune de l' Atlas","2003","1000000","1000000","decreasing","","","","","","","","","","","unknown","28 Feb 2006","International"
"Morocco","MAR","Cattle","Brune de l' Atlas","2018","1000000","1000000","","","","","","","","","","","","","29 Jan 2020","International"
"Morocco","MAR","Cattle","Charolaise","2000","98","98","unknown","","","","","","","","","","","unknown","28 Feb 2006","International"
"Morocco","MAR","Cattle","Charolaise","2018","100","100","","","","","","","","","","","","","29 Jan 2020","International"
"Morocco","MAR","Cattle","Frisonne Pie-Noire","2000","256425","256425","unknown","","","","","","","","","","","unknown","28 Feb 2006","International"
"Morocco","MAR","Cattle","Frisonne Pie-Noire","2018","250000","250000","","","","","","","","","","","","","29 Jan 2020","International"
